Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
57,"M. Vellei, A. Ramallo-González, D. Coley, Jeehang Lee, Elizabeth Gabe-Thomas, Tom Lovett, S. Natarajan","Overheating in vulnerable and non-vulnerable households",2017,"","","","",42,"2024-06-21 14:48:46","","10.1080/09613218.2016.1222190","","",,,,,57,8.14,8,7,7,"ABSTRACT As the 2003 European heatwave demonstrated, overheating in homes can cause wide-scale fatalities. With temperatures and heatwave frequency predicted to increase due to climate change, such events can be expected to become more common. Thus, investigating the risk of overheating in buildings is key to understanding the scale of the problem and in designing solutions. Most work on this topic has been theoretical and based on lightweight dwellings that might be expected to overheat. By contrast, this study collects temperature and air quality data over two years for vulnerable and non-vulnerable UK homes where overheating would not be expected to be common. Overheating was found to occur, particularly and disproportionately in households with vulnerable occupants. As the summers in question were not extreme and contained no prolonged heatwaves, this is a significant and worrying finding. The vulnerable homes were also found to have worse indoor air quality. This suggests that some of the problem might be solved by enhancing indoor ventilation. The collected thermal comfort survey data were also validated against the European adaptive model. Results suggest that the model underestimates discomfort in warm conditions, having implications for both vulnerable and non-vulnerable homes.","",""
338,"Laura Twyman, B. Bonevski, C. Paul, Jamie Bryant","Perceived barriers to smoking cessation in selected vulnerable groups: a systematic review of the qualitative and quantitative literature",2014,"","","","",43,"2024-06-21 14:48:46","","10.1136/bmjopen-2014-006414","","",,,,,338,33.80,85,4,10,"Objectives To identify barriers that are common and unique to six selected vulnerable groups: low socioeconomic status; Indigenous; mental illness and substance abuse; homeless; prisoners; and at-risk youth. Design A systematic review was carried out to identify the perceived barriers to smoking cessation within six vulnerable groups. Data sources MEDLINE, EMBASE, CINAHL and PsycInfo were searched using keywords and MeSH terms from each database's inception published prior to March 2014. Study selection Studies that provided either qualitative or quantitative (ie, longitudinal, cross-sectional or cohort surveys) descriptions of self-reported perceived barriers to quitting smoking in one of the six aforementioned vulnerable groups were included. Data extraction Two authors independently assessed studies for inclusion and extracted data. Results 65 eligible papers were identified: 24 with low socioeconomic groups, 16 with Indigenous groups, 18 involving people with a mental illness, 3 with homeless groups, 2 involving prisoners and 1 involving at-risk youth. One study identified was carried out with participants who were homeless and addicted to alcohol and/or other drugs. Barriers common to all vulnerable groups included: smoking for stress management, lack of support from health and other service providers, and the high prevalence and acceptability of smoking in vulnerable communities. Unique barriers were identified for people with a mental illness (eg, maintenance of mental health), Indigenous groups (eg, cultural and historical norms), prisoners (eg, living conditions), people who are homeless (eg, competing priorities) and at-risk youth (eg, high accessibility of tobacco). Conclusions Vulnerable groups experience common barriers to smoking cessation, in addition to barriers that are unique to specific vulnerable groups. Individual-level, community-level and social network-level interventions are priority areas for future smoking cessation interventions within vulnerable groups. Trial registration number: A protocol for this review has been registered with PROSPERO International Prospective Register of Systematic Reviews (Identifier: CRD42013005761).","",""
1229,"L. Gelberg, R. Andersen, B. Leake","The Behavioral Model for Vulnerable Populations: application to medical care use and outcomes for homeless people.",2000,"","","","",44,"2024-06-21 14:48:46","","","","",,,,,1229,51.21,410,3,24,"OBJECTIVES (1) To present the Behavioral Model for Vulnerable Populations, a major revision of a leading model of access to care that is particularly applicable to vulnerable populations; and (2) to test the model in a prospective study designed to define and determine predictors of the course of health services utilization and physical health outcomes within one vulnerable population: homeless adults. We paid particular attention to the effects of mental health, substance use, residential history, competing needs, and victimization.   METHODS A community-based probability sample of 363 homeless individuals was interviewed and examined for four study conditions (high blood pressure, functional vision impairment, skin/leg/foot problems, and tuberculosis skin test positivity). Persons with at least one study condition were followed longitudinally for up to eight months.   PRINCIPAL FINDINGS Homeless adults had high rates of functional vision impairment (37 percent), skin/leg/foot problems (36 percent), and TB skin test positivity (31 percent), but a rate of high blood pressure similar to that of the general population (14 percent). Utilization was high for high blood pressure (81 percent) and TB skin test positivity (78 percent), but lower for vision impairment (33 percent) and skin/leg/foot problems (44 percent). Health status for high blood pressure, vision impairment, and skin/leg/foot problems improved over time. In general, more severe homeless status, mental health problems, and substance abuse did not deter homeless individuals from obtaining care. Better health outcomes were predicted by a variety of variables, most notably having a community clinic or private physician as a regular source of care. Generally, use of currently available services did not affect health outcomes.   CONCLUSIONS Homeless persons are willing to obtain care if they believe it is important. Our findings suggest that case identification and referral for physical health care can be successfully accomplished among homeless persons and can occur concurrently with successful efforts to help them find permanent housing, alleviate their mental illness, and abstain from substance abuse.","",""
124,"Alyson Cole","All of Us Are Vulnerable, But Some Are More Vulnerable than Others: The Political Ambiguity of Vulnerability Studies, an Ambivalent Critique",2016,"","","","",45,"2024-06-21 14:48:46","","10.1080/14409917.2016.1153896","","",,,,,124,15.50,124,1,8,"This paper raises several concerns about vulnerability as an alternative language to conceptualize injustice and politicize its attendant injuries. First, the project of resignifying “vulnerability” by emphasizing its universality and amplifying its generative capacity, I suggest, might dilute perceptions of inequality and muddle important distinctions among specific vulnerabilities, as well as differences between those who are injurable and those who are already injured. Vulnerability scholars, moreover, have yet to elaborate the path from acknowledging constitutive vulnerability to addressing concrete injustices. Second, vulnerability studies respond to, and have been shaped by, debates in the 1980s and 1990s over oppression, identity and agency. This genealogy needs to be acknowledged and evaluated. As I demonstrate, prominent theorists define vulnerability in contradistinction to victimization, adopting neo-liberal formulations of victims and victimhood. Finally, I turn to address the politics of vulnerability. At issue are not simply matters of utility or programmes for implementation, but the fraught relationship among ontology, ethics and politics, which I address through an engagement with Rancière's conception of the political and the case of the Black Lives Matter movement.","",""
1341,"M. Dixon-Woods, Debbie Cavers, Shona Agarwal, Ellen Annandale, Antony Arthur, Janet Harvey, Ron Hsu, S. Katbamna, Richard Olsen, Lucy Smith, Richard Riley, Alex J. Sutton","Bmc Medical Research Methodology Open Access Conducting a Critical Interpretive Synthesis of the Literature on Access to Healthcare by Vulnerable Groups",,"","","","",46,"2024-06-21 14:48:46","","","","",,,,,1341,0.00,134,12,,"Background: Conventional systematic review techniques have limitations when the aim of a review is to construct a critical analysis of a complex body of literature. This article offers a reflexive account of an attempt to conduct an interpretive review of the literature on access to healthcare by vulnerable groups in the UK","",""
1299,"R. Virmani, A. Burke, A. Farb, F. Kolodgie","Pathology of the Vulnerable Plaque",2006,"","","","",47,"2024-06-21 14:48:46","","10.1016/J.JACC.2005.10.065","","",,,,,1299,72.17,325,4,18,"","",""
1250,"M. Naghavi, P. Libby, E. Falk, S. Casscells, S. Litovsky, J. Rumberger, J. Badimón, C. Stefanadis, P. Moreno, G. Pasterkamp, Z. Fayad, P. Stone, S. Waxman, P. Raggi, M. Madjid, Alireza Zarrabi, A. Burke, C. Yuan, P. Fitzgerald, D. Siscovick, C. D. de Korte, M. Aikawa, K. Airaksinen, G. Assmann, C. Becker, J. Chesebro, A. Farb, Z. Galis, C. Jackson, I. Jang, W. Koenig, R. Lodder, K. March, J. Demirovic, M. Navab, S. Priori, M. Rekhter, R. Bahr, S. Grundy, R. Mehran, A. Colombo, E. Boerwinkle, C. Ballantyne, W. Insull, R. Schwartz, R. Vogel, P. Serruys, G. Hansson, D. Faxon, S. Kaul, H. Drexler, P. Greenland, J. Muller, R. Virmani, P. Ridker, D. Zipes, P. Shah, J. Willerson","From vulnerable plaque to vulnerable patient: a call for new definitions and risk assessment strategies: Part II.",2003,"","","","",48,"2024-06-21 14:48:46","","10.1161/01.CIR.0000087481.55887.C9","","",,,,,1250,59.52,125,58,21,"Atherosclerotic cardiovascular disease results in >19 million deaths annually, and coronary heart disease accounts for the majority of this toll. Despite major advances in treatment of coronary heart disease patients, a large number of victims of the disease who are apparently healthy die suddenly without prior symptoms. Available screening and diagnostic methods are insufficient to identify the victims before the event occurs. The recognition of the role of the vulnerable plaque has opened new avenues of opportunity in the field of cardiovascular medicine. This consensus document concludes the following. (1) Rupture-prone plaques are not the only vulnerable plaques. All types of atherosclerotic plaques with high likelihood of thrombotic complications and rapid progression should be considered as vulnerable plaques. We propose a classification for clinical as well as pathological evaluation of vulnerable plaques. (2) Vulnerable plaques are not the only culprit factors for the development of acute coronary syndromes, myocardial infarction, and sudden cardiac death. Vulnerable blood (prone to thrombosis) and vulnerable myocardium (prone to fatal arrhythmia) play an important role in the outcome. Therefore, the term ""vulnerable patient"" may be more appropriate and is proposed now for the identification of subjects with high likelihood of developing cardiac events in the near future. (3) A quantitative method for cumulative risk assessment of vulnerable patients needs to be developed that may include variables based on plaque, blood, and myocardial vulnerability. In Part I of this consensus document, we cover the new definition of vulnerable plaque and its relationship with vulnerable patients. Part II of this consensus document will focus on vulnerable blood and vulnerable myocardium and provide an outline of overall risk assessment of vulnerable patients. Parts I and II are meant to provide a general consensus and overviews the new field of vulnerable patient. Recently developed assays (eg, C-reactive protein), imaging techniques (eg, CT and MRI), noninvasive electrophysiological tests (for vulnerable myocardium), and emerging catheters (to localize and characterize vulnerable plaque) in combination with future genomic and proteomic techniques will guide us in the search for vulnerable patients. It will also lead to the development and deployment of new therapies and ultimately to reduce the incidence of acute coronary syndromes and sudden cardiac death. We encourage healthcare policy makers to promote translational research for screening and treatment of vulnerable patients.","",""
279,"R. Scandariato, J. Walden, A. Hovsepyan, W. Joosen","Predicting Vulnerable Software Components via Text Mining",2014,"","","","",49,"2024-06-21 14:48:46","","10.1109/TSE.2014.2340398","","",,,,,279,27.90,70,4,10,"This paper presents an approach based on machine learning to predict which components of a software application contain security vulnerabilities. The approach is based on text mining the source code of the components. Namely, each component is characterized as a series of terms contained in its source code, with the associated frequencies. These features are used to forecast whether each component is likely to contain vulnerabilities. In an exploratory validation with 20 Android applications, we discovered that a dependable prediction model can be built. Such model could be useful to prioritize the validation activities, e.g., to identify the components needing special scrutiny.","",""
76,"D. Wang, Haoxiang Liu, W. Y. Szeto, A. Chow","Identification of critical combination of vulnerable links in transportation networks – a global optimisation approach",2016,"","","","",50,"2024-06-21 14:48:46","","10.1080/23249935.2015.1137373","","",,,,,76,9.50,19,4,8,"This paper presents a global optimisation framework for identifying the most critical combination of vulnerable links in a transportation network. The problem is formulated as a mixed-integer non-linear programme with equilibrium constraints, aiming to determine the combination of links whose deterioration would induce the most increase in total travel cost in the network. A global optimisation solution method applying a piecewise linearisation approach and range-reduction technique is developed to solve the model. From the numerical results, it is interesting and counterintuitive to note that the set of most vulnerable links when simultaneous multiple-link failure occurs is not simply the combination of the most vulnerable links with single-link failure, and the links in the critical combination of vulnerable links are not necessarily connected or even in the neighbourhood of each other. The numerical results also show that the ranking of vulnerable links will be significantly affected by certain input parameters.","",""
64,"K. Bhattacharya","The Vulnerable Academic",2016,"","","","",51,"2024-06-21 14:48:46","","10.1177/1077800415615619","","",,,,,64,8.00,64,1,8,"In this article, I use vulnerable personal narratives to demonstrate how de/colonizing and microaggressive discourses intersect in higher education in the United States. Arguing that vulnerability offers a means of reconceptualizing and rethinking possibilities for addressing social inequities in higher education, I demonstrate how colonizing and decolonizing discourses exist always already in relation to one another. I recount my decade-long journey from graduate student to tenured faculty member, reflecting on how employing strategic de/colonizing scholarly moves have enabled me to survive navigating academia as a woman of color. Some of these moves have accommodated a colonizing structure of inquiry, whereas others resist the very same structure. My intent in producing such knowledge is to create entry points for those in similar situations, build conversations across differences, and create solidarity in praxis among qualitative scholars who resonate with the subject positions identified in this article.","",""
1382,"R. Behar","The Vulnerable Observer: Anthropology That Breaks Your Heart",1996,"","","","",52,"2024-06-21 14:48:46","","10.5860/choice.34-5162","","",,,,,1382,49.36,1382,1,28,"Reading a book is also kind of better solution when you have no enough money or time to get your own adventure. This is one of the reasons we show the vulnerable observer anthropology that breaks your heart as your friend in spending the time. For more representative collections, this book not only offers it's strategically book resource. It can be a good friend, really good friend with much knowledge.","",""
803,"A. Schulze, A. Harris","How cancer metabolism is tuned for proliferation and vulnerable to disruption",2012,"","","","",53,"2024-06-21 14:48:46","","10.1038/nature11706","","",,,,,803,66.92,402,2,12,"","",""
80,"K. Toutouzas, G. Benetos, A. Karanasos, Y. Chatzizisis, A. Giannopoulos, D. Tousoulis","Vulnerable plaque imaging: updates on new pathobiological mechanisms.",2015,"","","","",54,"2024-06-21 14:48:46","","10.1093/eurheartj/ehv508","","",,,,,80,8.89,13,6,9,"Early identification of vulnerable, rupture-prone atherosclerotic plaques with the optimal goal of cardiovascular event prevention is a field of vigorous research. Despite the advances in imaging modalities and the in vivo identification of many characteristics of vulnerability, few of these plaques actually rupture and even fewer lead to clinical events, questioning the predictive value of the above techniques in clinical practice. Factors causing the higher local vulnerability of the culprit plaque within a prothrombotic environment of widespread inflammation are generally unknown. Newly recognized local features, including microcalcifications and biomechanical factors, seem to contribute. In this review article, we target on new mechanisms, implicated in vulnerable plaque formation and rupture, analysing their potential clinical value.","",""
787,"Joshua D. Miller, Brian J. Hoffman, E. Gaughan, Brittany Gentile, Jessica L Maples, W. Keith Campbell","Grandiose and vulnerable narcissism: a nomological network analysis.",2011,"","","","",55,"2024-06-21 14:48:46","","10.1111/j.1467-6494.2010.00711.x","","",,,,,787,60.54,131,6,13,"Evidence has accrued to suggest that there are 2 distinct dimensions of narcissism, which are often labeled grandiose and vulnerable narcissism. Although individuals high on either of these dimensions interact with others in an antagonistic manner, they differ on other central constructs (e.g., Neuroticism, Extraversion). In the current study, we conducted an exploratory factor analysis of 3 prominent self-report measures of narcissism (N=858) to examine the convergent and discriminant validity of the resultant factors. A 2-factor structure was found, which supported the notion that these scales include content consistent with 2 relatively distinct constructs: grandiose and vulnerable narcissism. We then compared the similarity of the nomological networks of these dimensions in relation to indices of personality, interpersonal behavior, and psychopathology in a sample of undergraduates (n=238). Overall, the nomological networks of vulnerable and grandiose narcissism were unrelated. The current results support the need for a more explicit parsing of the narcissism construct at the level of conceptualization and assessment.","",""
62,"L. Markowsky, G. Markowsky","Scanning for vulnerable devices in the Internet of Things",2015,"","","","",56,"2024-06-21 14:48:46","","10.1109/IDAACS.2015.7340779","","",,,,,62,6.89,31,2,9,"Many smart, resource-constrained, and seldom-updated devices in the Internet of Things present unanticipated vulnerabilities. The Internet Census 2012 scanned for such devices to construct its Carna Botnet, which then surveyed the entire IPv4 address space. This census provides an order of magnitude for the number of devices vulnerable to just one type of attack. Finally, three scans of different types demonstrate how to scan for vulnerable devices in the Internet of Things. The first uses Shodan to find vulnerable Cayman DSL routers; the second uses Masscan to find devices vulnerable to Heartbleed, and the third used Nmap and PFT to find and connect to vulnerable networked printers.","",""
1058,"A. Finn, M. Nakano, J. Narula, F. Kolodgie, R. Virmani","Concept of vulnerable/unstable plaque.",2010,"","","","",57,"2024-06-21 14:48:46","","10.1161/ATVBAHA.108.179739","","",,,,,1058,75.57,212,5,14,"Today's concept of vulnerable plaque has evolved primarily from the early pioneering work uncovering the pivotal role of plaque rupture and coronary thrombosis as the major cause of acute myocardial infarction and sudden cardiac death. Since the first historical description of plaque rupture in 1844, several key studies by leading researchers and clinicians have lead to the current accepted views on lesion instability. Important to the complex paradigm of plaque destabilization and thrombosis are many discoveries beginning with the earliest descriptions of advanced plaques, reminiscent of abscesses encapsulated by fibrous tissue capable of rupture. It was not until the late 1980s that studies of remodeling provided keen insight into the growth of advanced plaques, beyond the simple accumulation of lipid. The emphasis in the next decade, however, was on a focused shift toward the mechanisms of lesion vulnerability based on the contribution of tissue proteolysis by matrix metalloproteinases as an essential factor responsible for thinning and rupture of the fibrous cap. In an attempt to unify the understanding of what constitutes a vulnerable plaque, morphological studies, mostly from autopsy, suggest the importance of necrotic core size, inflammation, and fibrous cap thickness. Definitive proof of the vulnerable plaque, however, remains elusive because animal or human data supporting a cause-and-effect relationship are lacking. Although emerging imagining technologies involving optical coherence tomography, high-resolution MRI, molecular biomarkers, and other techniques have far surpassed the limits of the early days of angiography, advancing the field will require establishing relevant translational animal models that produce vulnerable plaques at risk for rupture and further testing of these modalities in large prospective clinical trials.","",""
37,"G. Schlieper, K. Hess, J. Floege, N. Marx","The vulnerable patient with chronic kidney disease.",2016,"","","","",58,"2024-06-21 14:48:46","","10.1093/ndt/gfv041","","",,,,,37,4.63,9,4,8,"Patients with chronic kidney disease (CKD) exhibit an increased cardiovascular risk. The high susceptibility to cardiovascular disease renders CKD patients 'vulnerable patients'. The overall cardiovascular risk of a vulnerable patient with CKD is determined by the components of the vulnerable myocardium, the vulnerable vessel and the vulnerable blood which in sum contribute to the increased morbidity and mortality risk in CKD patients. Future therapeutic strategies to reduce cardiovascular morbidity and mortality in this high-risk population should address all three aspects of vulnerability in CKD patients.","",""
144,"José Javier Anaya, Pierre Merdrignac, O. Shagdar, F. Nashashibi, J. Naranjo","Vehicle to pedestrian communications for protection of vulnerable road users",2014,"","","","",59,"2024-06-21 14:48:46","","10.1109/IVS.2014.6856553","","",,,,,144,14.40,29,5,10,"Vehicle and pedestrian collisions often result in fatality to the vulnerable road users, indicating a strong need of technologies to protect such vulnerable road users. Wireless communications have potential to support road safety by enabling road users to exchange information. In contrast to vehicle to vehicle (V2V) and vehicle to infrastructure (V2I) communications for avoidance of inter-vehicle collisions, very limited efforts are made on communication mechanisms for pedestrian safety. This paper addresses the issue in a concrete way. We first formulate the requirement of the minimum information exchange distance for providing road users to have the necessary amount of time to perceive the situation and react. We then report our field tests and measurement based analysis to investigate if a Wi-Fi system can satisfy the application requirement. We also introduce a pedestrian protection application, V2ProVu, which provides the functionalities of the Wi-Fi communications, risk calculation, and hazard alarming. Our study discloses several useful insights including 1) information exchange for a velocity of 80 km/h has to be made before vehicle to pedestrian (V2P) distance is below 72 meters and 2) while this requirement is not too hard for radio communications technologies, the V2P communication range is greatly reduced if the signal is blocked by a human body.","",""
152,"J. Aldridge","Working with vulnerable groups in social research: dilemmas by default and design",2014,"","","","",60,"2024-06-21 14:48:46","","10.1177/1468794112455041","","",,,,,152,15.20,152,1,10,"Tensions have been highlighted, particularly in disability rights research and activism discourses, between the demands of the academy, the needs of vulnerable research participants as active contributors in research and between researchers themselves who are often caught in multiple dilemmas regarding these conflicting demands. This is particularly the case in research governance and practice terms when ‘top down’ pressures (e.g. from the academy, from funders) are often at odds with the need for a ‘bottom up’ approach to vulnerable research participants who often require adaptive, more inclusive and sometimes individualistic (case-by-case) qualitative methodological approaches. These issues are the focus of this article, which draws specifically on evidence from participatory studies with vulnerable groups and participatory photographic studies, in particular, to demonstrate the need for more collaborative and democratic approaches to research praxis.","",""
48,"P. Cartwright","Understanding and Protecting Vulnerable Financial Consumers",2015,"","","","",61,"2024-06-21 14:48:46","","10.1007/S10603-014-9278-9","","",,,,,48,5.33,48,1,9,"","",""
585,"B. Brown","Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",2012,"","","","",62,"2024-06-21 14:48:46","","","","",,,,,585,48.75,585,1,12,"Researcher and thought leader Dr. Brene Brown offers a powerful new vision in Daring Greatly, the numbered 1 New York Times Bestseller, Oprah pick, and TED talk hit that encourages us to embrace vulnerability and imperfection, to live wholeheartedly and courageously. Every time we are introduced to someone new, try to be creative, or start a difficult conversation, we take a risk. We feel uncertain and exposed. We feel vulnerable. Most of us try to fight those feelings - we strive to appear perfect. But in a powerful new vision Dr. Brene Brown challenges everything we think we know about vulnerability, and dispels the widely accepted myth that it's a weakness. She argues that vulnerability is in fact a strength, and when we shut ourselves off from revealing our true selves we grow distanced from the things that bring purpose and meaning to our lives. Daring Greatly is the culmination of 12 years of groundbreaking social research, across the home, relationships, work, and parenting. It is an invitation to be courageous; to show up and let ourselves be seen, even when there are no guarantees. This is vulnerability. This is daring greatly. ""Brilliantly insightful. I can't stop thinking about this book"". (Gretchen Rubin). ""A wonderful book. I couldn't put it down"". (Seth Godin). ""This is big, big, big, big, BIG!"" (Oprah Winfrey). Brene Brown, Ph.D., LMSW is a New York Times bestselling author and a research professor at the University of Houston Graduate College of Social Work. Her groundbreaking work was the subject of a PBS special, and has been featured on NPR and CNN. Her 2010 TEDx talk on the topic of vulnerability went viral and has been translated into 38 languages. Brene is also the author of The Gifts of Imperfection and I Thought It Was Just Me (but it isn't).","",""
107,"Amiangshu Bosu, Jeffrey C. Carver, M. Hafiz, Patrick Hilley, Derek Janni","Identifying the characteristics of vulnerable code changes: an empirical study",2014,"","","","",63,"2024-06-21 14:48:46","","10.1145/2635868.2635880","","",,,,,107,10.70,21,5,10,"To focus the efforts of security experts, the goals of this empirical study are to analyze which security vulnerabilities can be discovered by code review, identify characteristics of vulnerable code changes, and identify characteristics of developers likely to introduce vulnerabilities. Using a three-stage manual and automated process, we analyzed 267,046 code review requests from 10 open source projects and identified 413 Vulnerable Code Changes (VCC). Some key results include: (1) code review can identify common types of vulnerabilities; (2) while more experienced contributors authored the majority of the VCCs, the less experienced contributors' changes were 1.8 to 24 times more likely to be vulnerable; (3) the likelihood of a vulnerability increases with the number of lines changed, and (4) modified files are more likely to contain vulnerabilities than new files. Knowing which code changes are more prone to contain vulnerabilities may allow a security expert to concentrate on a smaller subset of submitted code changes. Moreover, we recommend that projects should: (a) create or adapt secure coding guidelines, (b) create a dedicated security review team, (c) ensure detailed comments during review to help knowledge dissemination, and (d) encourage developers to make small, incremental changes rather than large changes.","",""
111,"J. Goddard, M. Coombes, L. Kempton, Paul Vallance","Universities as anchor institutions in cities in a turbulent funding environment: vulnerable institutions and vulnerable places in England",2014,"","","","",64,"2024-06-21 14:48:46","","10.1093/CJRES/RSU004","","",,,,,111,11.10,28,4,10,"The paper examines universities as anchor institutions in the context of a major upheaval in the funding of English higher education. The various components of these changes are combined into a multivariate indicator of institutional vulnerability for universities in England. This is then linked to a classification of university cities to identify the most vulnerable institutions in the most vulnerable places with the greatest dependence on higher education. The paper concludes with a discussion of the need for sensitivity to issues of place in any forthcoming restructuring of English higher education arising from the funding changes.","",""
1055,"M. Fineman","The Vulnerable Subject: Anchoring Equality in the Human Condition",2008,"","","","",65,"2024-06-21 14:48:46","","10.4324/9780203848531-26","","",,,,,1055,65.94,1055,1,16,"This essay develops the concept of vulnerability in order to argue for a more responsive state and a more egalitarian society. Vulnerability is and should be understood to be universal and constant, inherent in the human condition. The vulnerability approach is an alternative to traditional equal protection analysis; it represents a post-identity inquiry in that it is not focused only on discrimination against defined groups, but concerned with privilege and favor conferred on limited segments of the population by the state and broader society through their institutions. As such, vulnerability analysis concentrates on the institutions and structures our society has and will establish to manage our common vulnerabilities. This approach has the potential to move us beyond the stifling confines of current discrimination-based models toward a more substantive vision of equality.","",""
78,"Lihui Tian, Guanying Wang, Xingchun Wang, Yongjin Wang","Pricing Vulnerable Options with Correlated Credit Risk Under Jump‐Diffusion Processes",2014,"","","","",66,"2024-06-21 14:48:46","","10.1002/FUT.21629","","",,,,,78,7.80,20,4,10,"This study extends the framework of Klein [Journal of Banking & Finance, 20, 1211–1229] to price vulnerable options. We provide a pricing model for vulnerable options which face not only default risk but also rare shocks encountered by the underlying asset and the assets of the counterparty. The dynamics of asset prices are governed by jump‐diffusions with two sorts of assets correlated with each other. Jumps are divided into idiosyncratic component for each asset price and systematic component affecting the prices of all assets. A closed‐form valuation formula is derived for vulnerable European options. Numerical analysis compares the results of this model with those of other pricing formulae, and illustrates jump effects on the vulnerable option prices. © 2013 Wiley Periodicals, Inc. Jrl Fut Mark 34:957–979, 2014","",""
114,"L. Saba, M. Anzidei, B. C. Marincola, M. Piga, E. Raz, P. Bassareo, A. Napoli, L. Mannelli, C. Catalano, M. Wintermark","Imaging of the Carotid Artery Vulnerable Plaque",2014,"","","","",67,"2024-06-21 14:48:46","","10.1007/s00270-013-0711-2","","",,,,,114,11.40,11,10,10,"","",""
1002,"R. Virmani, A. Burke, A. Farb, F. Kolodgie","Pathology of the vulnerable plaque.",2007,"","","","",68,"2024-06-21 14:48:46","","10.1002/9780470987575.CH2","","",,,,,1002,58.94,251,4,17,"The majority of patients with acute coronary syndromes (ACS) present with unstable angina, acute myocardial infarction, and sudden coronary death. The most common cause of coronary thrombosis is plaque rupture followed by plaque erosion, whereas calcified nodule is infrequent. If advances in coronary disease are to occur, it is important to recognize the precursor lesion of ACS. Of the three types of coronary thrombosis, a precursor lesion for acute rupture has been postulated. The non-thrombosed lesion that most resembles the acute plaque rupture is the thin cap fibroatheroma (TCFA), which is characterized by a necrotic core with an overlying fibrous cap measuring <65 microm, containing rare smooth muscle cells but numerous macrophages. Thin cap fibroatheromas are most frequently observed in patients dying with acute myocardial infarction and least common in plaque erosion. They are most frequently observed in proximal coronary arteries, followed by mid and distal major coronary arteries. Vessels demonstrating TCFA do not usually show severe narrowing but show positive remodeling. In TCFAs the necrotic core length is approximately 2 to 17 mm (mean 8 mm) and the underlying cross-sectional area narrowing in over 75% of cases is <75% (diameter stenosis <50%). The area of the necrotic core in at least 75% of cases is < or =3 mm2. These lesions have lesser degree of calcification than plaque ruptures. Thin cap fibroatheromas are common in patients with high total cholesterol (TC) and high TC/high-density lipoprotein cholesterol ratio, in women >50 years, and in those patients with elevated high levels of high sensitivity C-reactive protein. It has only recently been recognized that their identification in living patients might help reduce the incidence of sudden coronary death.","",""
256,"Virginia A. Moyer","Screening for Intimate Partner Violence and Abuse of Elderly and Vulnerable Adults: U.S. Preventive Services Task Force Recommendation Statement",2013,"","","","",69,"2024-06-21 14:48:46","","10.7326/0003-4819-158-6-201303190-00588","","",,,,,256,23.27,256,1,11,"DESCRIPTION Update of the 2004 U.S. Preventive Services Task Force (USPSTF) recommendation statement on screening for family and intimate partner violence (IPV).   METHODS The USPSTF commissioned a systematic evidence review on screening women for IPV and elderly and vulnerable adults for abuse and neglect. This review examined the accuracy of screening tools for identifying IPV and the benefits and harms of screening women of childbearing age and elderly and vulnerable adults.   POPULATION These recommendations apply to asymptomatic women (women who do not have signs or symptoms of abuse) of reproductive age and elderly and vulnerable adults.   RECOMMENDATION The USPSTF recommends that clinicians screen women of childbearing age for IPV, such as domestic violence, and provide or refer women who screen positive to intervention services (B recommendation).The USPSTF concludes that the current evidence is insufficient to assess the balance of benefits and harms of screening all elderly or vulnerable adults (physically or mentally dysfunctional) for abuse and neglect (I statement).","",""
223,"Lourdes Peroni, A. Timmer","Vulnerable groups: The promise of an emerging concept in European Human Rights Convention law",2013,"","","","",70,"2024-06-21 14:48:46","","10.1093/ICON/MOT042","","",,,,,223,20.27,112,2,11,"The concept of vulnerable groups is gaining momentum in the case law of the European Court of Human Rights. The Court has so far used it in cases concerning Roma, people with mental disabilities, people living with HIV, and asylum seekers. Yet the appearance of the vulnerable-group concept in the Court’s legal reasoning has so far escaped scholarly attention. Drawing on theoretical debates on vulnerability as well as on the Court’s case law, this article offers a critical assessment of the concept. Reasoning in terms of vulnerable groups opens a number of possibilities, most notably, the opportunity to move closer to a more robust idea of equality. However, the concept also has some inherent difficulties. This article argues for a reflective use of the concept and points out ways in which the Court can avoid its pitfalls.","",""
868,"K. Frohlich, L. Potvin","Transcending the known in public health practice: the inequality paradox: the population approach and vulnerable populations.",2008,"","","","",71,"2024-06-21 14:48:46","","10.2105/AJPH.2007.114777","","",,,,,868,54.25,434,2,16,"Using the concept of vulnerable populations, we examine how disparities in health may be exacerbated by population-approach interventions. We show, from an etiologic perspective, how life-course epidemiology, the concentration of risk factors, and the concept of fundamental causes of diseases may explain the differential capacity, throughout the risk-exposure distribution, to transform resources provided through population-approach interventions into health. From an intervention perspective, we argue that population-approach interventions may be compromised by inconsistencies between the social and cultural assumptions of public health practitioners and targeted groups. We propose some intervention principles to mitigate the health disparities associated with population-approach interventions.","",""
