Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
7,"Kelsey R. Fulton, Samantha Katcher, Kevin Song, M. Chetty, Michelle L. Mazurek, Chloé Messdaghi, Daniel Votipka","Vulnerability Discovery for All: Experiences of Marginalization in Vulnerability Discovery",2023,"","","","",243,"2024-06-21 14:49:30","","10.1109/SP46215.2023.10179478","","",,,,,7,7.00,1,7,1,"Vulnerability discovery is an essential aspect of software security. Currently, the demand for security experts significantly exceeds the available vulnerability discovery workforce. Further, the existing vulnerability discovery workforce is highly homogeneous, dominated by white and Asian men. As such, one promising avenue for increasing the capacity of the vulnerability discovery community is through recruitment and retention from a broader population. Although significant prior research has explored the challenges of equity and inclusion in computing broadly, the competitive and frequently self-taught nature of vulnerability discovery work may create new variations on these challenges. This paper reports on a semi-structured interview study (N = 16) investigating how people from marginalized populations come to participate in vulnerability discovery, whether they feel welcomed by the vulnerability discovery community, and what challenges they face when joining the vulnerability discovery community. We find that members of marginalized populations face some unique challenges, while other challenges common in vulnerability discovery are exacerbated by marginalization.","",""
19,"Takayuki Sasaki, Akira Fujita, C. Gañán, M. V. Eeten, K. Yoshioka, Tsutomu Matsumoto","Exposed Infrastructures: Discovery, Attacks and Remediation of Insecure ICS Remote Management Devices",2022,"","","","",244,"2024-06-21 14:49:30","","10.1109/sp46214.2022.9833730","","",,,,,19,9.50,3,6,2,"Geographically distributed infrastructures, such as buildings, dams, and solar power plants, are commonly maintained via Internet-connected remote management devices. Previous studies on detecting and securing industrial control systems (ICS) have overlooked these remote management devices, as they do not expose ICS-specific services like Modbus and BACnet and thus do not show up in Internet-wide scans for such services. In this paper, we implement and validate a discovery method for these devices via their Web User Interface (WebUI) and detect 890 devices in Japan alone. We also show that many of these devices are highly insecure. Many allow access to the status or even the control over industrial systems without proper authentication. Taking a closer look at three prevalent remote management devices, we discovered 13 0-day vulnerabilities, several of which were rated as medium or high severity. They have been responsibly disclosed to the manufacturers. By using honeypots that imitate these systems, we show that over time, only a small number of attackers enter these systems, but some do change critical parameters. Attackers appear to interact more with the system when more facility information is displayed on the WebUI. Finally, we notified operators of 317 vulnerable remote management devices by email and telephone. We reached 212 persons in charge of the devices and received confirmation that our method had correctly identified the device. 50% of the persons in charge of the devices stated that they mitigated or will mitigate the problem. We confirmed their actions via a followup scan for vulnerable devices and found that measures were taken for 58% of the devices when we could reach the persons in charge of the device.","",""
0,"Yongqiang Lyu, Rihui Sun, Gang Qu","Processor Vulnerability Discovery",2023,"","","","",245,"2024-06-21 14:49:30","","10.1109/DAC56929.2023.10247906","","",,,,,0,0.00,0,3,1,"Processor security vulnerability discovery has drawn increasing attention since the disclosure of Meltdown, Spectre and other vulnerabilities. This paper presents a concise roadmap of this emerging research direction from the simple manual discovery to automated discovery methodologies, as well as the major challenges along the roadmap.","",""
19,"Jian-Liang Wu, Ruoyu Wu, Dongyan Xu, D. Tian, Antonio Bianchi","Formal Model-Driven Discovery of Bluetooth Protocol Design Vulnerabilities",2022,"","","","",246,"2024-06-21 14:49:30","","10.1109/sp46214.2022.9833777","","",,,,,19,9.50,4,5,2,"The Bluetooth protocol suite, including Bluetooth Classic, Bluetooth Low Energy, and Bluetooth Mesh, has become the de facto standard for short-range wireless communications. While formal methods have been applied to Bluetooth security, existing efforts either focus on one configuration of a protocol or one protocol of the suite, without considering other configurations or interactions among protocols. As a result, manual analysis still dominates the state-of-the-art security research of Bluetooth specification. To enable automatic Bluetooth security analysis with formal guarantees, we propose a comprehensive formal model for Bluetooth protocol suite covering both the key sharing phase and the data transmission phase, in all the three Bluetooth protocols, and detecting their design flaws automatically. Our formal model, written in ProVerif, adopts a modular design by abstracting each step within a protocol into an interface and implementing different methods in each step as modules to instantiate the interface, through which all possible configurations of a protocol could be examined. We further abstract different Bluetooth protocols into modules enabling the modeling of their interactions and relax the threat model to allow reasoning about semi-compromised devices. We use this model to formally verify 418 security properties and find 82 violations with attack examples capturing 5 known vulnerabilities and discovering 2 new security issues. Bluetooth SIG confirmed our independent discovery of these 2 new issues, with one issue assigned a CVE and the other issue acknowledged in a security notice. Our model provides one step towards formally verified Bluetooth security.","",""
12,"Alessandro Mantovani, L. Compagna, Yan Shoshitaishvili, D. Balzarotti","The Convergence of Source Code and Binary Vulnerability Discovery -- A Case Study",2022,"","","","",247,"2024-06-21 14:49:30","","10.1145/3488932.3497764","","",,,,,12,6.00,3,4,2,"Decompilers are tools designed to recover a high-level language representation (typically in C code) from program binaries. Over the past five years, decompilers have improved enormously, not only in terms of the readability of the produced pseudocode, but also in terms of similarity of the recovered representation to the original source code. Albeit decompilers are routinely used by reverse engineers in different disciplines (e.g., to support vulnerability discovery or malware analysis), they are not yet adopted to produce input for source-code static analysis tools. In particular, source code vulnerability discovery and binary vulnerability discovery remain today two very different areas of research, despite the fact that decompilers could potentially bridge this gap and enable source-code analysis on binary files. In this paper, we conducted a number of experiments on real world vulnerabilities to evaluate the feasibility of this approach. In particular, our measurements are intended to show how the differences between original and decompiled code impact the accuracy of static analysis tools. Remarkably, our results show that in 71% of the cases, the same vulnerabilities can be detected by running the static analyzers on the decompiled code, even though for several cases we observe a steep increment in the number of false positives. To understand the reasons behind these differences, we manually investigated all cases and we identified a number of root causes that affected the ability of static tools to 'understand' the generated code.","",""
21,"Craig Beaman, Michael Redbourne, J. D. Mummery, S. Hakak","Fuzzing vulnerability discovery techniques: Survey, challenges and future directions",2022,"","","","",248,"2024-06-21 14:49:30","","10.1016/j.cose.2022.102813","","",,,,,21,10.50,5,4,2,"","",""
9,"J. Vadayath, Moritz Eckert, Kyle Zeng, Nicolaas Weideman, Gokulkrishna Praveen Menon, Y. Fratantonio, D. Balzarotti, Adam Doupé, Tiffany Bao, Ruoyu Wang, Christophe Hauser, Yan Shoshitaishvili","Arbiter: Bridging the Static and Dynamic Divide in Vulnerability Discovery on Binary Programs",2022,"","","","",249,"2024-06-21 14:49:30","","","","",,,,,9,4.50,1,12,2,"In spite of their effectiveness in the context of vulnerability discovery, current state-of-the-art binary program analysis approaches are limited by inherent trade-offs between accuracy and scalability. In this paper, we identify a set of vulnerability properties that can aid both static and dynamic vulnerability detection techniques, improving the precision of the former and the scalability of the latter. By carefully integrating static and dynamic techniques, we detect vulnerabilities that exhibit these properties in real-world programs at a large scale. We implemented our technique, making several advancements in the analysis of binary code, and created a prototype called A RBITER . We demonstrate the effectiveness of our approach with a large-scale evaluation on four common vulnerability classes: CWE-131 (Incorrect Calculation of Buffer Size), CWE-252 (Unchecked Return Value), CWE-134 (Un-controlled Format String), and CWE-337 (Predictable Seed in Pseudo-Random Number Generator). We evaluated our approach on more than 76,516 x86-64 binaries in the Ubuntu repositories and discovered new vulnerabilities, including a flaw inserted into programs during compilation.","",""
79,"Guanjun Lin, Jun Zhang, Wei Luo, Lei Pan, O. Vel, Paul Montague, Yang Xiang","Software Vulnerability Discovery via Learning Multi-Domain Knowledge Bases",2021,"","","","",250,"2024-06-21 14:49:30","","10.1109/tdsc.2019.2954088","","",,,,,79,26.33,11,7,3,"Machine learning (ML) has great potential in automated code vulnerability discovery. However, automated discovery application driven by off-the-shelf machine learning tools often performs poorly due to the shortage of high-quality training data. The scarceness of vulnerability data is almost always a problem for any developing software project during its early stages, which is referred to as the cold-start problem. This article proposes a framework that utilizes transferable knowledge from pre-existing data sources. In order to improve the detection performance, multiple vulnerability-relevant data sources were selected to form a broader base for learning transferable knowledge. The selected vulnerability-relevant data sources are cross-domain, including historical vulnerability data from different software projects and data from the Software Assurance Reference Database (SARD) consisting of synthetic vulnerability examples and proof-of-concept test cases. To extract the information applicable in vulnerability detection from the cross-domain data sets, we designed a deep-learning-based framework with Long-short Term Memory (LSTM) cells. Our framework combines the heterogeneous data sources to learn unified representations of the patterns of the vulnerable source codes. Empirical studies showed that the unified representations generated by the proposed deep learning networks are feasible and effective, and are transferable for real-world vulnerability detection. Our experiments demonstrated that by leveraging two heterogeneous data sources, the performance of our vulnerability detection outperformed the static vulnerability discovery tool Flawfinder. The findings of this article may stimulate further research in ML-based vulnerability detection using heterogeneous data sources.","",""
189,"Mengyuan Dai, Dianbo Liu, Miao Liu, F. Zhou, Guiling Li, Zhen Chen, Zhi-An Zhang, Hua You, Meng Wu, Qinhong Zhen, Yong Xiong, H. Xiong, Chun Wang, Changchun Chen, F. Xiong, Yan Zhang, Yaqin Peng, S. Ge, Bo Zhen, Tingting Yu, Ling Wang, Hua Wang, Yu Liu, Yesheng Chen, Jun-hua Mei, Xiaojia Gao, Zhuyan Li, Lijuan Gan, Can He, Zhen Li, Yu-Ying Shi, Y. Qi, Jing Yang, D. Tenen, L. Chai, L. Mucci, M. Santillana, Hongbing Cai","Patients with Cancer Appear More Vulnerable to SARS-CoV-2: A Multi-Center Study During the COVID-19 Outbreak",2020,"","","","",251,"2024-06-21 14:49:30","","10.2139/ssrn.3558017","","",,,,,189,47.25,19,38,4,"The novel COVID-19 outbreak has affected more than 200 countries and territories as of March 2020. Given that patients with cancer are generally more vulnerable to infections, systematic analysis of diverse cohorts of patients with cancer affected by COVID-19 is needed. We performed a multicenter study including 105 patients with cancer and 536 age-matched noncancer patients confi rmed with COVID-19. Our results showed COVID-19 patients with cancer had higher risks in all severe outcomes. Patients with hematologic cancer, lung cancer, or with metastatic cancer (stage IV) had the highest frequency of severe events. Patients with nonmetastatic cancer experienced similar frequencies of severe conditions to those observed in patients without cancer. Patients who received surgery had higher risks of having severe events, whereas patients who underwent only radiotherapy did not demonstrate signifi cant differences in severe events when compared with patients without cancer. These fi ndings indicate that patients with cancer appear more vulnerable to SARS-CoV-2 outbreak. SIGnIFICAnCE: Because this is the fi rst large cohort study on this topic, our report will provide muchneeded information that will benefi t patients with cancer globally. As such, we believe it is extremely important that our study be disseminated widely to alert clinicians and patients. 1 Department of Gynecological Oncology, Zhongnan Hospital of Wuhan University, Wuhan, Hubei, China. 2 Hubei Key Laboratory of Tumor Biological Behaviors, Wuhan, China. 3 Hubei Cancer Clinical Study Center, Wuhan, China. 4 Computational Health Informatics Program, Boston Children's Hospital, Boston, Massachusetts. 5 Department of Pediatrics, Harvard Medical School, Boston, Massachusetts. 6 Department of Pathology, Brigham and Women's Hospital, Harvard Medical School, Boston, Massachusetts. 7 Department of Oncology, Zhongnan Hospital of Wuhan University, Wuhan, Hubei, China. 8 Cancer Center, Union Hospital affi liated to Tongji Medical College of Huazhong University of Science and Technology, Wuhan, Hubei, China. 9 Department of Emergency, The Central Hospital of Wuhan affi liated to Tongji Medical College of Huazhong University of Science and Technology, Wuhan, Hubei, China. 10 Department of Gynecology, The Central Hospital of Huanggang, Huanggang, Hubei, China 11 Affi liated Cancer Hospital and Institute of Guangzhou Medical University, Guangzhou, Guangdong Province, China. 12 Department of Ultrasound, Zhongnan Hospital of Wuhan University, Wuhan, China. 13 Department of Infectious Disease, Zhongnan Hospital of Wuhan University, Wuhan, China. 14 Cancer Center, Tongji Hospital affi liated to Tongji Medical College of Huazhong University of Science and Technology, Wuhan, Hubei, China. 15 Department of Oncology, The Central Hospital of Wuhan affi liated to Tongji Medical College of Huazhong University of Science and Technology, Wuhan, Hubei, China. 16 Department of Radiology, Hubei Cancer Hospital, Wuhan, Hubei, China. 17 Department of Thoracic Surgery, Hubei Cancer Hospital, Wuhan, Hubei, China. 18 Department of Obstetrics and Gynecology, Renmin Hospital of Wuhan University, Wuhan, China. 19 Department of Oncology, Wuhan Puren Hospital, Wuhan, Hubei, China. 20 Department of Obstetrics and Gynecology, The Central Hospital of Xianning, Xianning, Hubei, China. 21 Department of Oncology, The Central Hospital of Xiaogan, Xiaogan, China. 22 Department of Obstetrics and Gynecology, The People's Hospital of Huangmei, Huangmei, Hubei, China. 23 Department of Obstetrics and Gynecology, Xiangyang First People's Hospital affi liated to Hubei University of Medicine, Xiangyang, Hubei, China. 24 Department of Obstetrics and Gynecology, The People's Hospital of Shiyan, Shiyan, Hubei, China. 25 Harvard Stem Cell Institute, Harvard Medical School, Boston, Massachusetts. 26 Cancer Science Institute of Singapore, National University of Singapore, Singapore. 27 Harvard T.H. Chan School of Public Health, Dana-Farber, Harvard Cancer Center, Boston, Massachusetts. note: Supplementary data for this article are available at Cancer Discovery Online (http://cancerdiscovery.aacrjournals.org/). Cancer Research. on January 10, 2021. © 2020 American Association for cancerdiscovery.aacrjournals.org Downloaded from Published OnlineFirst April 28, 2020; DOI: 10.1158/2159-8290.CD-20-0422","",""
18,"Jia-Luo Huang, Xue-long Yan, Wei Li, Run-Zhu Fan, Shen Li, Jiang-liang Chen, Zhe Zhang, Jun Sang, Lu Gan, G. Tang, Hongwu Chen, Junjian Wang, Sheng Yin","Discovery of Highly Potent Daphnane Diterpenoids Uncovers Importin-β1 as a Druggable Vulnerability in Castration-Resistant Prostate Cancer.",2022,"","","","",252,"2024-06-21 14:49:30","","10.1021/jacs.2c06449","","",,,,,18,9.00,2,13,2,"Importins are overexpressed in many cancers and mediate the abnormal nuclear transport of oncogenic factors. The druggable potential of importins still remains unclear, largely because of the lack of potent inhibitors. Herein, the anti-castration-resistant prostate cancer (CRPC) screening of a Euphorbiaceae diterpenoid library followed by target fishing led to the identification of a highly potent importin-β1 inhibitor, daphnane diterpenoid DD1. DD1 selectively inhibited the growth and survival of CRPC cells at subnanomolar concentrations and completely blocked tumor growth in preclinical models at an extremely low dosage. Mechanistic studies revealed that targeting of importin-β1 by DD1 significantly reduced the nuclear accumulation of key CRPC drivers, shutting down their downstream oncogenic signaling. Disruption of the predicted binding sites of DD1 on importin-β1 abolished this anti-CRPC effect. These findings suggest that importin-β1 is an effective therapeutic target in CRPC and that DD1 as the most potent importin-β1 inhibitor to date can be developed as therapeutics for treatment of this disease.","",""
5,"Angelo Sotgiu, Maura Pintor, B. Biggio","Explainability-based Debugging of Machine Learning for Vulnerability Discovery",2022,"","","","",253,"2024-06-21 14:49:30","","10.1145/3538969.3543809","","",,,,,5,2.50,2,3,2,"Machine learning has been successfully used for increasingly complex and critical tasks, achieving high performance and efficiency that would not be possible for human operators. Unfortunately, recent studies have shown that, despite its power, this technology tends to learn spurious correlations from data, making it weak and susceptible to manipulation. Explainability techniques are often used to identify the most relevant features contributing to the decision. However, this is often done by taking examples one by one and trying to show the problem locally. To mitigate this issue, we propose in this paper a systematic method to leverage explainability techniques and build on their results to highlight problems in the model design and training. With an empirical analysis on the Devign dataset, we validate the proposed methodology with a CodeBERT model trained for vulnerability discovery, showing that, despite its impressive performances, spurious correlations consistently steer its decision.","",""
64,"Minru Liao, Jin Zhang, Guan Wang, Leiming Wang, Jie Liu, Ouyang Liang, Bo Liu","Small-Molecule Drug Discovery in Triple Negative Breast Cancer: Current Situation and Future Directions.",2021,"","","","",254,"2024-06-21 14:49:30","","10.1021/acs.jmedchem.0c01180","","",,,,,64,21.33,9,7,3,"Triple negative breast cancer (TNBC) is the most aggressive subtype of breast cancer, but an effective targeted therapy has not been well-established so far. Considering the lack of effective targets, where do we go next in the current TNBC drug development? A promising intervention for TNBC might lie in de novo small-molecule drugs that precisely target different molecular characteristics of TNBC. However, an ideal single-target drug discovery still faces a huge challenge. Alternatively, other new emerging strategies, such as dual-target drug, drug repurposing, and combination strategies, may provide new insight into the improvement of TNBC therapeutics. In this review, we focus on summarizing the current situation of a series of candidate small-molecule drugs in TNBC therapy, including single-target drugs, dual-target drugs, as well as drug repurposing and combination strategies that will together shed new light on the future directions targeting TNBC vulnerabilities with small-molecule drugs for future therapeutic purposes.","",""
17,"Ziwen Wan, Junjie Shen, Jalen Chuang, Xin Xia, Joshua Garcia, Jiaqi Ma, Qi Alfred Chen","Too Afraid to Drive: Systematic Discovery of Semantic DoS Vulnerability in Autonomous Driving Planning under Physical-World Attacks",2022,"","","","",255,"2024-06-21 14:49:30","","10.14722/ndss.2022.24177","","",,,,,17,8.50,2,7,2,"In high-level Autonomous Driving (AD) systems, behavioral planning is in charge of making high-level driving decisions such as cruising and stopping, and thus highly securitycritical. In this work, we perform the first systematic study of semantic security vulnerabilities specific to overly-conservative AD behavioral planning behaviors, i.e., those that can cause failed or significantly-degraded mission performance, which can be critical for AD services such as robo-taxi/delivery. We call them semantic Denial-of-Service (DoS) vulnerabilities, which we envision to be most generally exposed in practical AD systems due to the tendency for conservativeness to avoid safety incidents. To achieve high practicality and realism, we assume that the attacker can only introduce seemingly-benign external physical objects to the driving environment, e.g., off-road dumped cardboard boxes. To systematically discover such vulnerabilities, we design PlanFuzz, a novel dynamic testing approach that addresses various problem-specific design challenges. Specifically, we propose and identify planning invariants as novel testing oracles, and design new input generation to systematically enforce problemspecific constraints for attacker-introduced physical objects. We also design a novel behavioral planning vulnerability distance metric to effectively guide the discovery. We evaluate PlanFuzz on 3 planning implementations from practical open-source AD systems, and find that it can effectively discover 9 previouslyunknown semantic DoS vulnerabilities without false positives. We find all our new designs necessary, as without each design, statistically significant performance drops are generally observed. We further perform exploitation case studies using simulation and real-vehicle traces. We discuss root causes and potential fixes.","",""
47,"T. Kruse, Carolin Benz, D. Garvanska, Richard Lindqvist, Filip Mihalič, F. Coscia, Raviteja Inturi, A. Sayadi, L. Simonetti, Emma Nilsson, Muhammad Ali, J. Kliche, A. Moliner Morro, A. Mund, Eva Andersson, G. McInerney, M. Mann, P. Jemth, Norman E. Davey, Anna K. Överby, J. Nilsson, Y. Ivarsson","Large scale discovery of coronavirus-host factor protein interaction motifs reveals SARS-CoV-2 specific mechanisms and vulnerabilities",2021,"","","","",256,"2024-06-21 14:49:30","","10.1038/s41467-021-26498-z","","",,,,,47,15.67,5,22,3,"","",""
11,"M. Amouei, Mohsen Rezvani, Mansoor Fateh","RAT: Reinforcement-Learning-Driven and Adaptive Testing for Vulnerability Discovery in Web Application Firewalls",2022,"","","","",257,"2024-06-21 14:49:30","","10.1109/TDSC.2021.3095417","","",,,,,11,5.50,4,3,2,"Due to the increasing sophistication of web attacks, Web Application Firewalls (WAFs) have to be tested and updated regularly to resist the relentless flow of web attacks. In practice, using a brute-force attack to discover vulnerabilities is infeasible due to the wide variety of attack patterns. Thus, various black-box testing techniques have been proposed in the literature. However, these techniques suffer from low efficiency. This article presents Reinforcement-Learning-Driven and Adaptive Testing (RAT), an automated black-box testing strategy to discover injection vulnerabilities in WAFs. In particular, we focus on SQL injection and Cross-site Scripting, which have been among the top ten vulnerabilities over the past decade. More specifically, RAT clusters similar attack samples together. It then utilizes a reinforcement learning technique combined with a novel adaptive search algorithm to discover almost all bypassing attack patterns efficiently. We compare RAT with three state-of-the-art me&thods considering their objectives. The experiments show that RAT performs 33.53 and 63.16 percent on average better than its counterparts in discovering the most possible bypassing payloads and reducing the number of attempts before finding the first bypassing payload when testing well-configured WAFs, respectively.","",""
10,"Neophytos Christou, Di Jin, Vaggelis Atlidakis, Baishakhi Ray, V. Kemerlis","IvySyn: Automated Vulnerability Discovery in Deep Learning Frameworks",2022,"","","","",258,"2024-06-21 14:49:30","","","","",,,,,10,5.00,2,5,2,"We present IvySyn, the first fully-automated framework for discovering memory error vulnerabilities in Deep Learning (DL) frameworks. IvySyn leverages the statically-typed nature of native APIs in order to automatically perform type-aware mutation-based fuzzing on low-level kernel code. Given a set of offending inputs that trigger memory safety (and runtime) errors in low-level, native DL (C/C++) code, IvySyn automatically synthesizes code snippets in high-level languages (e.g., in Python), which propagate error-triggering input via high(er)-level APIs. Such code snippets essentially act as""Proof of Vulnerability"", as they demonstrate the existence of bugs in native code that an attacker can target through various high-level APIs. Our evaluation shows that IvySyn significantly outperforms past approaches, both in terms of efficiency and effectiveness, in finding vulnerabilities in popular DL frameworks. Specifically, we used IvySyn to test TensorFlow and PyTorch. Although still an early prototype, IvySyn has already helped the TensorFlow and PyTorch framework developers to identify and fix 61 previously-unknown security vulnerabilities, and assign 39 unique CVEs.","",""
29,"Yi Chen, Yepeng Yao, Xiaofeng Wang, Dandan Xu, Chang Yue, Xiaozhong Liu, Kai Chen, Haixu Tang, Baoxu Liu","Bookworm Game: Automatic Discovery of LTE Vulnerabilities Through Documentation Analysis",2021,"","","","",259,"2024-06-21 14:49:30","","10.1109/SP40001.2021.00104","","",,,,,29,9.67,3,9,3,"In the past decade, the security of cellular networks has been increasingly under scrutiny, leading to the discovery of numerous vulnerabilities that expose the network and its users to a wide range of security risks, from denial of service to information leak. However, most of these findings have been made through ad-hoc manual analysis, which is inadequate for fundamentally enhancing the security assurance of a system as complex as the cellular network. An important observation is that the massive amount of technical documentation of cellular network can provide key insights into the protection it puts in place and help identify potential security flaws. Particularly, we found that such documentation often contains hazard indicators (HIs) – the statement that describes a risky operation (e.g., abort an ongoing procedure) when a certain event happens at a state, which can guide a test on the system to find out whether the operation can indeed be triggered by an unauthorized party to cause harm to the cellular core or legitimate users’ equipment. Based upon this observation, we present in this paper a new framework that makes the first step toward intelligent and systematic security analysis of cellular networks. Our approach, called Atomic, utilizes natural-language processing and machine learning techniques to scan a large amount of LTE documentation for HIs. The HIs discovered are further parsed and analyzed to recover state and event information for generating test cases. These test cases are further utilized to automatically construct tests in an LTE simulation environment, which runs the tests to detect the vulnerabilities in the LTE that allow the risky operations to happen without proper protection. In our research, we implemented Atomic and ran it on the LTE NAS specification, including 549 pages with 13,598 sentences and 283,850 words. In less than 5 hours, our prototype reported 42 vulnerabilities from 192 HIs discovered, including 10 never reported before, under two threat models. All these vulnerabilities have been confirmed through end-to-end attacks, which lead to unauthorized disruption of the LTE service a legitimate user’s equipment receives. We reported our findings to authorized parties and received their confirmation that these vulnerabilities indeed exist in major commercial carriers and $2,000 USD reward from Google.","",""
20,"Xiang Li, Baojun Liu, Xiaofeng Zheng, Haixin Duan, Qi Li, Youjun Huang","Fast IPv6 Network Periphery Discovery and Security Implications",2021,"","","","",260,"2024-06-21 14:49:30","","10.1109/DSN48987.2021.00025","","",,,,,20,6.67,3,6,3,"Numerous measurement researches have been performed to discover the IPv4 network security issues by leveraging the fast Internet-wide scanning techniques. However, IPv6 brings the 128-bit address space and renders brute-force network scanning impractical. Although significant efforts have been dedicated to enumerating active IPv6 hosts, limited by technique efficiency and probing accuracy, large-scale empirical measurement studies under the increasing IPv6 networks are infeasible now. To fill this research gap, by leveraging the extensively adopted IPv6 address allocation strategy, we propose a novel IPv6 network periphery discovery approach. Specifically, XMap, a fast network scanner, is developed to find the periphery, such as a home router. We evaluate it on twelve prominent Internet service providers and harvest 52M active peripheries. Grounded on these found devices, we explore IPv6 network risks of the unintended exposed security services and the flawed traffic routing strategies. First, we demonstrate the unintended exposed security services in IPv6 networks, such as DNS, and HTTP, have become emerging security risks by analyzing 4.7M peripheries. Second, by inspecting the periphery’s packet routing strategies, we present the flawed implementations of IPv6 routing protocol affecting 5.8M router devices. Attackers can exploit this common vulnerability to conduct effective routing loop attacks, inducing DoS to the ISP’s and home routers with an amplification factor of $\gt {200}$. We responsibly disclose those issues to all involved vendors and ASes and discuss mitigation solutions. Our research results indicate that the security community should revisit IPv6 network strategies immediately.","",""
18,"Moein Ghaniyoun, Kristin Barber, Yinqian Zhang, R. Teodorescu","INTROSPECTRE: A Pre-Silicon Framework for Discovery and Analysis of Transient Execution Vulnerabilities",2021,"","","","",261,"2024-06-21 14:49:30","","10.1109/ISCA52012.2021.00073","","",,,,,18,6.00,5,4,3,"Transient execution vulnerabilities originate in the extensive speculation implemented in modern high-performance microprocessors. Identifying all possible vulnerabilities in complex designs is very challenging. One of the challenges stems from the lack of visibility into the transient micro-architectural state of the processor. Prior work has used covert channels to identify data leakage from transient state, which limits the systematic discovery of all potential leakage sources.This paper presents INTROSPECTRE, a pre-silicon framework for early discovery of transient execution vulnerabilities. IN- TROSPECTRE addresses the lack of visibility into the micro- architectural processor state by integrating into the register transfer level (RTL) design flow, gaining full access to the internal state of the processor. Full visibility into the processor state enables INTROSPECTRE to perform a systematic leakage analysis that includes all micro-architectural structures, allowing it to identify potential leakage that may not be reachable with known side channels. We implement INTROSPECTRE on an RTL simulator and use it to perform transient leakage analysis on the RISC-V BOOM processor. We identify multiple transient leakage scenarios, most of which had not been highlighted on this processor design before.","",""
15,"Guanjun Lin, Wei Xiao, L. Zhang, Shang Gao, Yonghang Tai, Jun Zhang","Deep neural-based vulnerability discovery demystified: data, model and performance",2021,"","","","",262,"2024-06-21 14:49:30","","10.1007/s00521-021-05954-3","","",,,,,15,5.00,3,6,3,"","",""
14,"Shengtuo Hu, Qi Alfred Chen, Jiachen Sun, Yiheng Feng, Z. Morley Mao, Henry X. Liu","Automated Discovery of Denial-of-Service Vulnerabilities in Connected Vehicle Protocols",2021,"","","","",263,"2024-06-21 14:49:30","","","","",,,,,14,4.67,2,6,3,"With the development of the emerging Connected Vehicle (CV) technology, vehicles can wirelessly communicate with trafﬁc infrastructure and other vehicles to exchange safety and mobility information in real time. However, the integrated communication capability inevitably increases the attack surface of vehicles, which can be exploited to cause safety hazard on the road. Thus, it is highly desirable to systematically understand design-level ﬂaws in the current CV network stack as well as in CV applications, and the corresponding security/safety consequences so that these ﬂaws can be proactively discovered and addressed before large-scale deployment. In this paper, we design CVAnalyzer , a system for discovering design-level ﬂaws for availability violations of the CV network stack, as well as quantifying the corresponding security/safety consequences. To achieve this, CVAna-lyzer combines the attack discovery capability of a general model checker and the quantitative threat assessment capability of a probabilistic model checker. Using CVAnalyzer , we successfully uncovered 4 new DoS (Denial-of-Service) vulnerabilities of the latest CV network protocols and 14 new DoS vulnerabilities of two CV platoon management protocols. Our quantiﬁcation results show that these attacks can have as high as 99% success rates, and in the worst case can at least double the delay in packet processing, violating the latency requirement in CV communication. We implemented and validated all attacks in a real-world testbed, and also analyzed the fundamental causes to propose potential solutions. We have reported our ﬁndings in the CV network protocols to the IEEE 1609 Working Group, and the group has acknowledged the discovered vulnerabilities and plans to adopt our solutions.","",""
40,"J. Mcquail, A. Dunn, Y. Stern, C. Barnes, G. Kempermann, P. Rapp, C. Kaczorowski, T. Foster","Cognitive Reserve in Model Systems for Mechanistic Discovery: The Importance of Longitudinal Studies",2021,"","","","",264,"2024-06-21 14:49:30","","10.3389/fnagi.2020.607685","","",,,,,40,13.33,5,8,3,"The goal of this review article is to provide a resource for longitudinal studies, using animal models, directed at understanding and modifying the relationship between cognition and brain structure and function throughout life. We propose that forthcoming longitudinal studies will build upon a wealth of knowledge gleaned from prior cross-sectional designs to identify early predictors of variability in cognitive function during aging, and characterize fundamental neurobiological mechanisms that underlie the vulnerability to, and the trajectory of, cognitive decline. Finally, we present examples of biological measures that may differentiate mechanisms of the cognitive reserve at the molecular, cellular, and network level.","",""
12,"Tom Ganz, Martin Härterich, Alexander Warnecke, Konrad Rieck","Explaining Graph Neural Networks for Vulnerability Discovery",2021,"","","","",265,"2024-06-21 14:49:30","","10.1145/3474369.3486866","","",,,,,12,4.00,3,4,3,"Graph neural networks (GNNs) have proven to be an effective tool for vulnerability discovery that outperforms learning-based methods working directly on source code. Unfortunately, these neural networks are uninterpretable models, whose decision process is completely opaque to security experts, which obstructs their practical adoption. Recently, several methods have been proposed for explaining models of machine learning. However, it is unclear whether these methods are suitable for GNNs and support the task of vulnerability discovery. In this paper we present a framework for evaluating explanation methods on GNNs. We develop a set of criteria for comparing graph explanations and linking them to properties of source code. Based on these criteria, we conduct an experimental study of nine regular and three graph-specific explanation methods. Our study demonstrates that explaining GNNs is a non-trivial task and all evaluation criteria play a role in assessing their efficacy. We further show that graph-specific explanations relate better to code semantics and provide more information to a security expert than regular methods.","",""
